2024-05-08 12:41:10	458
2024-05-08 12:41:11	458
2024-05-08 12:41:12	458
2024-05-08 12:41:13	458
2024-05-08 12:41:14	458
2024-05-08 12:41:15	458
2024-05-08 12:41:16	458
2024-05-08 12:41:17	458
2024-05-08 12:41:18	458
2024-05-08 12:41:19	458
2024-05-08 12:41:20	458
2024-05-08 12:41:21	458
2024-05-08 12:41:22	458
2024-05-08 12:41:23	458
2024-05-08 12:41:24	458
2024-05-08 12:41:25	458
2024-05-08 12:41:26	458
2024-05-08 12:41:27	458
2024-05-08 12:41:28	458
2024-05-08 12:41:29	458
2024-05-08 12:41:30	458
2024-05-08 12:41:31	458
2024-05-08 12:41:32	458
2024-05-08 12:41:33	458
2024-05-08 12:41:34	458
2024-05-08 12:41:35	458
2024-05-08 12:41:36	458
2024-05-08 12:41:37	458
2024-05-08 12:41:38	458
2024-05-08 12:41:39	458
2024-05-08 12:41:40	457
2024-05-08 12:41:41	455
2024-05-08 12:41:42	318
2024-05-08 12:41:43	327
2024-05-08 12:41:44	336
2024-05-08 12:41:45	339
2024-05-08 12:41:46	340
2024-05-08 12:41:47	341
2024-05-08 12:41:48	340
2024-05-08 12:41:49	341
2024-05-08 12:41:50	341
2024-05-08 12:41:51	341
2024-05-08 12:41:52	341
2024-05-08 12:41:53	341
2024-05-08 12:41:54	341
2024-05-08 12:41:55	341
2024-05-08 12:41:56	341
2024-05-08 12:41:57	341
2024-05-08 12:41:58	341
2024-05-08 12:41:59	341
2024-05-08 12:42:00	340
2024-05-08 12:42:01	341
2024-05-08 12:42:02	341
2024-05-08 12:42:03	340
2024-05-08 12:42:04	341
2024-05-08 12:42:05	340
2024-05-08 12:42:06	340
2024-05-08 12:42:07	340
2024-05-08 12:42:08	340
2024-05-08 12:42:09	340
2024-05-08 12:42:10	340
2024-05-08 12:42:11	340
2024-05-08 12:42:12	340
2024-05-08 12:42:13	340
2024-05-08 12:42:14	339
2024-05-08 12:42:15	341
2024-05-08 12:42:16	340
2024-05-08 12:42:17	340
2024-05-08 12:42:18	339
2024-05-08 12:42:19	340
2024-05-08 12:42:20	340
2024-05-08 12:42:21	340
2024-05-08 12:42:22	340
2024-05-08 12:42:23	340
2024-05-08 12:42:24	340
2024-05-08 12:42:25	340
2024-05-08 12:42:26	340
2024-05-08 12:42:27	339
2024-05-08 12:42:28	340
2024-05-08 12:42:29	339
2024-05-08 12:42:30	340
2024-05-08 12:42:31	339
2024-05-08 12:42:32	339
2024-05-08 12:42:33	339
2024-05-08 12:42:34	340
2024-05-08 12:42:35	339
2024-05-08 12:42:36	339
2024-05-08 12:42:37	339
2024-05-08 12:42:38	339
2024-05-08 12:42:39	339
2024-05-08 12:42:40	339
2024-05-08 12:42:41	339
2024-05-08 12:42:42	339
2024-05-08 12:42:43	339
2024-05-08 12:42:44	339
2024-05-08 12:42:45	339
2024-05-08 12:42:46	338
2024-05-08 12:42:47	339
2024-05-08 12:42:48	339
2024-05-08 12:42:49	338
2024-05-08 12:42:50	338
2024-05-08 12:42:51	338
2024-05-08 12:42:52	339
2024-05-08 12:42:53	339
2024-05-08 12:42:54	338
2024-05-08 12:42:55	339
2024-05-08 12:42:56	338
2024-05-08 12:42:57	339
2024-05-08 12:42:58	339
2024-05-08 12:42:59	339
2024-05-08 12:43:00	339
2024-05-08 12:43:01	338
2024-05-08 12:43:02	339
2024-05-08 12:43:03	339
2024-05-08 12:43:04	339
2024-05-08 12:43:05	338
2024-05-08 12:43:06	339
2024-05-08 12:43:07	338
2024-05-08 12:43:08	338
2024-05-08 12:43:09	338
2024-05-08 12:43:10	338
2024-05-08 12:43:11	339
2024-05-08 12:43:12	338
2024-05-08 12:43:13	338
2024-05-08 12:43:14	339
2024-05-08 12:43:15	338
2024-05-08 12:43:16	338
2024-05-08 12:43:17	338
2024-05-08 12:43:18	338
2024-05-08 12:43:19	338
2024-05-08 12:43:20	338
2024-05-08 12:43:21	338
2024-05-08 12:43:22	338
2024-05-08 12:43:23	338
2024-05-08 12:43:24	337
2024-05-08 12:43:25	338
2024-05-08 12:43:26	337
2024-05-08 12:43:27	337
2024-05-08 12:43:28	338
2024-05-08 12:43:29	338
2024-05-08 12:43:30	338
2024-05-08 12:43:31	338
2024-05-08 12:43:32	338
2024-05-08 12:43:33	338
2024-05-08 12:43:34	338
2024-05-08 12:43:35	338
2024-05-08 12:43:36	338
2024-05-08 12:43:37	338
2024-05-08 12:43:38	338
2024-05-08 12:43:39	338
2024-05-08 12:43:40	337
2024-05-08 12:43:41	338
2024-05-08 12:43:42	337
2024-05-08 12:43:43	337
2024-05-08 12:43:44	337
2024-05-08 12:43:45	337
2024-05-08 12:43:46	337
2024-05-08 12:43:47	337
2024-05-08 12:43:48	338
2024-05-08 12:43:49	337
2024-05-08 12:43:50	337
2024-05-08 12:43:51	338
2024-05-08 12:43:52	337
2024-05-08 12:43:53	337
2024-05-08 12:43:54	337
2024-05-08 12:43:55	337
2024-05-08 12:43:56	337
2024-05-08 12:43:57	337
2024-05-08 12:43:58	337
2024-05-08 12:43:59	337
2024-05-08 12:44:00	337
2024-05-08 12:44:01	337
2024-05-08 12:44:02	338
2024-05-08 12:44:03	338
2024-05-08 12:44:04	337
2024-05-08 12:44:05	337
2024-05-08 12:44:06	338
2024-05-08 12:44:07	337
2024-05-08 12:44:08	337
2024-05-08 12:44:09	337
2024-05-08 12:44:10	338
2024-05-08 12:44:11	337
2024-05-08 12:44:12	338
2024-05-08 12:44:13	336
2024-05-08 12:44:14	337
2024-05-08 12:44:15	337
2024-05-08 12:44:16	337
2024-05-08 12:44:17	336
2024-05-08 12:44:18	338
2024-05-08 12:44:19	337
2024-05-08 12:44:20	337
2024-05-08 12:44:21	337
2024-05-08 12:44:22	338
2024-05-08 12:44:23	337
2024-05-08 12:44:24	338
2024-05-08 12:44:25	337
2024-05-08 12:44:26	336
2024-05-08 12:44:27	336
2024-05-08 12:44:28	336
2024-05-08 12:44:29	336
2024-05-08 12:44:30	336
2024-05-08 12:44:31	336
2024-05-08 12:44:32	336
2024-05-08 12:44:33	337
2024-05-08 12:44:34	337
2024-05-08 12:44:35	337
2024-05-08 12:44:36	337
2024-05-08 12:44:37	337
2024-05-08 12:44:38	336
2024-05-08 12:44:39	337
2024-05-08 12:44:40	336
2024-05-08 12:44:41	336
2024-05-08 12:44:42	336
2024-05-08 12:44:43	336
2024-05-08 12:44:44	336
2024-05-08 12:44:45	336
2024-05-08 12:44:46	337
2024-05-08 12:44:47	337
2024-05-08 12:44:48	337
2024-05-08 12:44:49	337
2024-05-08 12:44:50	336
2024-05-08 12:44:51	336
2024-05-08 12:44:52	336
2024-05-08 12:44:53	336
2024-05-08 12:44:54	337
2024-05-08 12:44:55	337
2024-05-08 12:44:56	336
2024-05-08 12:44:57	336
2024-05-08 12:44:58	336
2024-05-08 12:44:59	335
2024-05-08 12:45:00	336
2024-05-08 12:45:01	336
2024-05-08 12:45:02	336
2024-05-08 12:45:03	336
2024-05-08 12:45:04	337
2024-05-08 12:45:05	337
2024-05-08 12:45:06	336
2024-05-08 12:45:07	336
2024-05-08 12:45:08	336
2024-05-08 12:45:09	336
2024-05-08 12:45:10	336
2024-05-08 12:45:11	336
2024-05-08 12:45:12	336
2024-05-08 12:45:13	336
2024-05-08 12:45:14	336
2024-05-08 12:45:15	335
2024-05-08 12:45:16	336
2024-05-08 12:45:17	336
2024-05-08 12:45:18	336
2024-05-08 12:45:19	336
2024-05-08 12:45:20	337
2024-05-08 12:45:21	336
2024-05-08 12:45:22	336
2024-05-08 12:45:23	336
2024-05-08 12:45:24	336
2024-05-08 12:45:25	336
2024-05-08 12:45:26	336
2024-05-08 12:45:27	336
2024-05-08 12:45:28	336
2024-05-08 12:45:29	336
2024-05-08 12:45:30	336
2024-05-08 12:45:31	335
2024-05-08 12:45:32	336
2024-05-08 12:45:33	335
2024-05-08 12:45:34	335
2024-05-08 12:45:35	336
2024-05-08 12:45:36	336
2024-05-08 12:45:37	337
2024-05-08 12:45:38	337
2024-05-08 12:45:39	336
2024-05-08 12:45:40	336
2024-05-08 12:45:41	336
2024-05-08 12:45:42	336
2024-05-08 12:45:43	335
2024-05-08 12:45:44	336
2024-05-08 12:45:45	336
2024-05-08 12:45:46	336
2024-05-08 12:45:47	335
2024-05-08 12:45:48	336
2024-05-08 12:45:49	336
2024-05-08 12:45:50	335
2024-05-08 12:45:51	335
2024-05-08 12:45:52	335
2024-05-08 12:45:53	336
2024-05-08 12:45:54	335
2024-05-08 12:45:55	336
